"","month","Richemont_monthly_return","Kering_monthly_return","LVMH_monthly_return"
"78",2021-06-01,-0.797520193219405,-2.30647187844101,-1.88427480816487
"79",2021-07-01,-0.812310365995667,-0.513085581393407,-1.47660461782712
"80",2021-08-01,-1.17416534645291,0.35735921699053,0.287998046875
"81",2021-09-01,-0.469962298100282,-0.097303861448804,-0.863313255645484
"82",2021-10-01,-1.00656588698373,-0.414812122562415,0.818817909788096
"83",2021-11-01,-1.58387116264508,-0.35097446939892,-1.52037240899332
"84",2021-12-01,-0.580764465885889,0.611227831267768,0.288497804025754
"85",2022-01-01,2.19061545812606,1.31213339922392,0.865431457368513
"86",2022-02-01,-0.51689982177249,-0.234888828272143,-1.00509322191105
"87",2022-03-01,-2.55986665002606,-1.82469504801314,-1.68054134533497
"88",2022-04-01,2.12201729288976,1.42320256499674,0.372648695314227
