"","GC=F.Open","GC=F.High","GC=F.Low","GC=F.Close","GC=F.Volume","GC=F.Adjusted"
"645",1252.69995117188,1253.59997558594,1249.19995117188,1251.69995117188,18,1251.69995117188
"646",1244.80004882812,1249,1244.80004882812,1249,7,1249
"647",1259.59997558594,1259.59997558594,1259.59997558594,1259.59997558594,220309,1259.59997558594
"648",1258.40002441406,1270,1256.90002441406,1268.40002441406,64180,1268.40002441406
"649",1268.90002441406,1270.80004882812,1265.80004882812,1266.59997558594,7780,1266.59997558594
"650",1268.40002441406,1273.30004882812,1262,1272.59997558594,1061,1272.59997558594
"651",1268.5,1272.09997558594,1262.90002441406,1271.80004882812,393,1271.80004882812
"652",1265.90002441406,1269.80004882812,1256.59997558594,1267.80004882812,878,1267.80004882812
"653",1269,1269.59997558594,1253.90002441406,1258.30004882812,521,1258.30004882812
"654",1258.69995117188,1259.09997558594,1255.30004882812,1258.19995117188,260,1258.19995117188
"655",1256.90002441406,1264.09997558594,1251.40002441406,1256.40002441406,555,1256.40002441406
"656",1260.19995117188,1277.80004882812,1260.19995117188,1273,574,1273
"657",1276.59997558594,1287.40002441406,1274.90002441406,1283.69995117188,608,1283.69995117188
"658",1286.30004882812,1291.09997558594,1282,1287.69995117188,139,1287.69995117188
"659",1288.40002441406,1288.40002441406,1278.80004882812,1284.19995117188,338,1284.19995117188
"660",1280.5,1280.5,1267.40002441406,1273.69995117188,188,1273.69995117188
"661",1271.30004882812,1282.59997558594,1269.40002441406,1276.90002441406,110,1276.90002441406
"662",1283.80004882812,1288.5,1283.19995117188,1286.40002441406,43,1286.40002441406
"663",1288.59997558594,1300.69995117188,1284.30004882812,1285.69995117188,358,1285.69995117188
"664",1285.19995117188,1290.80004882812,1284.69995117188,1290.80004882812,18,1290.80004882812
"665",1287.19995117188,1288.40002441406,1283.19995117188,1285.09997558594,100,1285.09997558594
"666",1289.40002441406,1289.40002441406,1286.90002441406,1288.90002441406,250,1288.90002441406
"667",1288.69995117188,1288.69995117188,1284,1286.5,550,1286.5
"668",1285.40002441406,1292.69995117188,1280.30004882812,1292.5,280,1292.5
"669",1293.5,1311.30004882812,1293.5,1309.69995117188,145,1309.69995117188
"670",1318.80004882812,1323.80004882812,1313.09997558594,1313.09997558594,1178,1313.09997558594
"671",1308.19995117188,1312.5,1304.90002441406,1308.09997558594,1178,1308.09997558594
"672",1306.59997558594,1322.30004882812,1301.69995117188,1316.19995117188,373,1316.19995117188
"673",1320.19995117188,1327.69995117188,1316.90002441406,1324.5,313,1324.5
"674",1335.19995117188,1339.19995117188,1328.59997558594,1339.19995117188,39,1339.19995117188
"675",1340,1340.30004882812,1332.59997558594,1333.90002441406,20,1333.90002441406
"676",1336.40002441406,1349,1336.40002441406,1345.09997558594,26,1345.09997558594
"677",1351,1355.80004882812,1345.59997558594,1346,37,1346
"678",1331,1331,1327.30004882812,1331,9,1331
"679",1327,1328,1325.19995117188,1328,15,1328
"680",1323.40002441406,1323.40002441406,1323.40002441406,1323.40002441406,16,1323.40002441406
"681",1319.59997558594,1329.30004882812,1319.59997558594,1324.69995117188,316,1324.69995117188
"682",1320.59997558594,1321.19995117188,1319.80004882812,1320.40002441406,15,1320.40002441406
"683",1309.80004882812,1310.40002441406,1306,1306.30004882812,129,1306.30004882812
"684",1307.90002441406,1310.30004882812,1305.09997558594,1306.19995117188,20,1306.19995117188
"685",1312,1312,1298.69995117188,1312,12,1312
"686",1299.09997558594,1304.09997558594,1290.30004882812,1290.59997558594,336,1290.59997558594
"687",1295,1295.69995117188,1293.30004882812,1293.30004882812,209,1293.30004882812
"688",1293.09997558594,1309.19995117188,1291,1306.80004882812,51,1306.80004882812
"689",1304.5,1305.59997558594,1297,1297,39,1297
"690",1283.40002441406,1283.40002441406,1283.40002441406,1283.40002441406,19488,1283.40002441406
"691",1283.09997558594,1288,1277,1285.5,5226,1285.5
"692",1284.19995117188,1289.40002441406,1281.5,1281.5,492,1281.5
"693",1275,1276.09997558594,1270.40002441406,1272.69995117188,136,1272.69995117188
"694",1269.69995117188,1273.30004882812,1268.59997558594,1271.5,192,1271.5
"695",1273.80004882812,1280.80004882812,1270,1273.69995117188,218,1273.69995117188
"696",1277.80004882812,1277.80004882812,1267.59997558594,1269.90002441406,36,1269.90002441406
"697",1267.59997558594,1272,1260.5,1271.59997558594,46,1271.59997558594
"698",1280.59997558594,1284,1279,1281.80004882812,19,1281.80004882812
"699",1282.59997558594,1293,1281.69995117188,1290.59997558594,18,1290.59997558594
"700",1287.30004882812,1292,1284.90002441406,1285.80004882812,21,1285.80004882812
"701",1291.5,1294.5,1289.30004882812,1293.30004882812,14,1293.30004882812
"702",1293.30004882812,1301.69995117188,1291.69995117188,1301.5,74,1301.5
"703",1302,1303.80004882812,1291.90002441406,1299.90002441406,173,1299.90002441406
"704",1295.09997558594,1295.09997558594,1283,1283,571,1283
"705",1279.90002441406,1279.90002441406,1279.90002441406,1279.90002441406,163,1279.90002441406
"706",1286.40002441406,1286.90002441406,1285.09997558594,1286.90002441406,134,1286.90002441406
"707",1279.59997558594,1279.59997558594,1277.40002441406,1277.40002441406,304,1277.40002441406
"708",1274.69995117188,1280.80004882812,1271.5,1277.69995117188,115,1277.69995117188
"709",1275.5,1275.5,1273.69995117188,1275,111,1275
"710",1269.90002441406,1275.40002441406,1269.90002441406,1275.40002441406,105,1275.40002441406
"711",1273.5,1273.5,1264.69995117188,1266.30004882812,39,1266.30004882812
"712",1268.40002441406,1268.5,1267.09997558594,1268.5,567,1268.5
"713",1270,1274.09997558594,1267.90002441406,1274.09997558594,222,1274.09997558594
"714",1273.09997558594,1274.59997558594,1266.09997558594,1267,235,1267
"715",1272.19995117188,1274.80004882812,1270.30004882812,1274.09997558594,78,1274.09997558594
"716",1274.90002441406,1274.90002441406,1274.90002441406,1274.90002441406,70,1274.90002441406
"717",1265.30004882812,1267.90002441406,1265.30004882812,1266.5,75,1266.5
"718",1269,1280.5,1269,1279.40002441406,128,1279.40002441406
"719",1276.80004882812,1276.80004882812,1270.40002441406,1273.69995117188,11,1273.69995117188
"720",1275.90002441406,1284.90002441406,1274.69995117188,1281.59997558594,15,1281.59997558594
"721",1279.69995117188,1286.90002441406,1279.69995117188,1285.59997558594,18,1285.59997558594
"722",1283.5,1283.5,1272.40002441406,1272.40002441406,10,1272.40002441406
"723",1277.30004882812,1277.30004882812,1277,1277.30004882812,3,1277.30004882812
"724",1276.90002441406,1281.5,1276.90002441406,1281.5,4,1281.5
"725",1281.40002441406,1284.69995117188,1275.90002441406,1276.5,13,1276.5
"726",1277.5,1277.5,1277.40002441406,1277.40002441406,43,1277.40002441406
"727",1288.30004882812,1295.80004882812,1288.30004882812,1295.80004882812,1,1295.80004882812
"728",1274.59997558594,1275.90002441406,1274.59997558594,1274.59997558594,1,1274.59997558594
"729",1281.09997558594,1281.09997558594,1281.09997558594,1281.09997558594,4,1281.09997558594
"730",1284.69995117188,1291.59997558594,1282.90002441406,1291.59997558594,4,1291.59997558594
"731",1286.69995117188,1286.69995117188,1286.69995117188,1286.69995117188,0,1286.69995117188
"732",1293.80004882812,1293.80004882812,1293.80004882812,1293.80004882812,1,1293.80004882812
"733",1294.69995117188,1294.69995117188,1294.69995117188,1294.69995117188,275442,1294.69995117188
"734",1293.40002441406,1296.19995117188,1281.09997558594,1282.09997558594,47244,1282.09997558594
"735",1283.09997558594,1284.5,1269.69995117188,1273.19995117188,3049,1273.19995117188
"736",1274.09997558594,1288.59997558594,1271,1278.80004882812,823,1278.80004882812
"737",1272.5,1276.09997558594,1270.30004882812,1274.30004882812,850,1274.30004882812
"738",1275.40002441406,1275.80004882812,1260,1261.59997558594,1499,1261.59997558594
"739",1264.90002441406,1267.80004882812,1261.59997558594,1262.80004882812,373,1262.80004882812
"740",1262.30004882812,1262.40002441406,1243.90002441406,1249.80004882812,358,1249.80004882812
"741",1246.30004882812,1249.30004882812,1241.5,1245.19995117188,157,1245.19995117188
"742",1248.40002441406,1249.19995117188,1239.90002441406,1243.69995117188,146,1243.69995117188
"743",1241.30004882812,1244.40002441406,1236.5,1238.5,692,1238.5
"744",1241.90002441406,1254.5,1239.80004882812,1245.40002441406,349,1245.40002441406
"745",1252.90002441406,1257.69995117188,1250.30004882812,1253.80004882812,139,1253.80004882812
"746",1253.09997558594,1260.30004882812,1253.09997558594,1254.30004882812,578,1254.30004882812
"747",1256.19995117188,1262.40002441406,1255.69995117188,1262.19995117188,45,1262.19995117188
"748",1261.09997558594,1264.30004882812,1259.5,1260.69995117188,329,1260.69995117188
"749",1261.30004882812,1266.59997558594,1261.30004882812,1266.09997558594,63,1266.09997558594
"750",1266.40002441406,1267.40002441406,1264.30004882812,1267.30004882812,226,1267.30004882812
"751",1266.30004882812,1276.30004882812,1266.30004882812,1275.40002441406,119,1275.40002441406
"752",1282.40002441406,1284.09997558594,1281.80004882812,1284.09997558594,84,1284.09997558594
"753",1284,1287,1284,1287,456,1287
"754",1288.19995117188,1294.09997558594,1288.19995117188,1294.09997558594,245,1294.09997558594
"755",1294.19995117188,1306.30004882812,1294,1306.30004882812,65,1306.30004882812
"756",1302.30004882812,1317.59997558594,1302.30004882812,1313.69995117188,68,1313.69995117188
"757",1320,1320.09997558594,1312.09997558594,1316.19995117188,42,1316.19995117188
"758",1319.40002441406,1322,1319.40002441406,1319.40002441406,2,1319.40002441406
"759",1320.30004882812,1320.30004882812,1320.30004882812,1320.30004882812,1,1320.30004882812
"760",1319.90002441406,1319.90002441406,1314.59997558594,1318.59997558594,41,1318.59997558594
"761",1309.59997558594,1311.69995117188,1309.59997558594,1311.69995117188,16,1311.69995117188
"762",1320.30004882812,1320.69995117188,1315.30004882812,1317.40002441406,70,1317.40002441406
"763",1317.09997558594,1320.59997558594,1316.30004882812,1320.59997558594,9,1320.59997558594
"764",1327.80004882812,1338.19995117188,1327.80004882812,1333.40002441406,14,1333.40002441406
"765",1331.09997558594,1335.40002441406,1331,1335.40002441406,13,1335.40002441406
"766",1334.40002441406,1338,1326.80004882812,1338,27,1338
"767",1328.90002441406,1328.90002441406,1326,1326,211,1326
"768",1330.09997558594,1333,1330.09997558594,1331.90002441406,50,1331.90002441406
"769",1328.40002441406,1330.90002441406,1328.40002441406,1330.90002441406,162,1330.90002441406
"770",1335.80004882812,1335.90002441406,1335.69995117188,1335.69995117188,47,1335.69995117188
"771",1355.90002441406,1357.19995117188,1355.90002441406,1355.90002441406,18,1355.90002441406
"772",1356.30004882812,1362.40002441406,1346.69995117188,1362.40002441406,4,1362.40002441406
"773",1351.59997558594,1352,1350.90002441406,1351.59997558594,280546,1351.59997558594
"774",NA,NA,NA,NA,NA,NA
"775",1338.69995117188,1347.80004882812,1332.80004882812,1335.40002441406,52100,1335.40002441406
"776",1337.5,1346.90002441406,1331.80004882812,1339,4881,1339
"777",1343.80004882812,1350.59997558594,1336.80004882812,1344.30004882812,1680,1344.30004882812
"778",1348.5,1352.09997558594,1327.69995117188,1333.69995117188,2841,1333.69995117188
"779",1331.09997558594,1340.19995117188,1329,1333,641,1333
"780",1338.19995117188,1343.69995117188,1319.5,1326.09997558594,529,1326.09997558594
"781",1325.40002441406,1331.09997558594,1310.5,1311.59997558594,491,1311.59997558594
"782",1317.09997558594,1321.09997558594,1307,1316.90002441406,459,1316.90002441406
"783",1320.90002441406,1322,1311.90002441406,1313.09997558594,451,1313.09997558594
"784",1323.80004882812,1325.5,1318,1324.19995117188,140,1324.19995117188
"785",1324.5,1329.59997558594,1323.40002441406,1328.09997558594,71,1328.09997558594
"786",1332.80004882812,1355.5,1324,1355.5,400,1355.5
"787",1352,1355.90002441406,1349.69995117188,1352.09997558594,111,1352.09997558594
"788",1354,1361.40002441406,1344.90002441406,1353.19995117188,110,1353.19995117188
"789",1348.40002441406,1350.19995117188,1328.5,1328.80004882812,283,1328.80004882812
"790",1326.80004882812,1331.5,1324.40002441406,1330,119,1330
"791",1322,1331.40002441406,1322,1330.59997558594,70,1330.59997558594
"792",1328,1332.09997558594,1327.69995117188,1328.19995117188,427,1328.19995117188
"793",1335,1340.5,1330.69995117188,1330.69995117188,652,1330.69995117188
"794",1331.69995117188,1332.59997558594,1312.69995117188,1315.5,710,1315.5
"795",1315.40002441406,1321,1315.40002441406,1315.5,58,1315.5
"796",1310.40002441406,1318.09997558594,1301.80004882812,1302.90002441406,43,1302.90002441406
"797",1314.30004882812,1323.19995117188,1314.30004882812,1321.09997558594,155,1321.09997558594
"798",1323.5,1325.90002441406,1318.09997558594,1318.09997558594,18,1318.09997558594
"799",1321.59997558594,1333.59997558594,1321.40002441406,1333.59997558594,18,1333.59997558594
"800",1338.09997558594,1338.09997558594,1326,1326,27,1326
"801",1324.80004882812,1326.80004882812,1319.30004882812,1319.90002441406,62,1319.90002441406
"802",1316.80004882812,1322.40002441406,1313,1322.40002441406,88,1322.40002441406
"803",1319.40002441406,1319.40002441406,1319.40002441406,1319.40002441406,0,1319.40002441406
"804",1325.90002441406,1325.90002441406,1325.30004882812,1325.90002441406,13,1325.90002441406
"805",1322.19995117188,1324.40002441406,1322.19995117188,1324.40002441406,19,1324.40002441406
"806",1316.80004882812,1316.80004882812,1316.80004882812,1316.80004882812,0,1316.80004882812
"807",1310.09997558594,1311.30004882812,1310.09997558594,1311.30004882812,34,1311.30004882812
"808",1309.40002441406,1316.90002441406,1307.30004882812,1316.80004882812,6,1316.80004882812
"809",1311.09997558594,1311.09997558594,1311.09997558594,1311.09997558594,4,1311.09997558594
"810",1312.40002441406,1328.80004882812,1312.40002441406,1320.69995117188,34,1320.69995117188
"811",1326.59997558594,1326.59997558594,1326.59997558594,1326.59997558594,0,1326.59997558594
"812",1343.19995117188,1349.30004882812,1343.19995117188,1349.30004882812,8,1349.30004882812
"813",1348.5,1354.40002441406,1345.09997558594,1354.40002441406,10,1354.40002441406
"814",1341,1341.30004882812,1341,1341.30004882812,290889,1341.30004882812
"815",1345,1346.40002441406,1322.40002441406,1324.19995117188,59284,1324.19995117188
"816",1324,1327.09997558594,1321.69995117188,1322.80004882812,5585,1322.80004882812
"817",1327,1344.19995117188,1324.69995117188,1342.09997558594,649,1342.09997558594
"818",1340.40002441406,1341.5,1328.5,1332.80004882812,702,1332.80004882812
"819",1331.80004882812,1347.30004882812,1331.59997558594,1335.80004882812,718,1335.80004882812
"820",1333.5,1333.69995117188,1322.59997558594,1324.30004882812,258,1324.30004882812
"821",1326.5,1333,1319,1331.90002441406,348,1331.90002441406
"822",1333,1337.5,1327,1336.30004882812,290,1336.30004882812
"823",1335.19995117188,1342,1333,1342,105,1342
"824",1340.09997558594,1365.40002441406,1340.09997558594,1356.5,118,1356.5
"825",1351.19995117188,1351.5,1334.59997558594,1338.40002441406,34,1338.40002441406
"826",1335.90002441406,1346,1335.90002441406,1344.80004882812,67,1344.80004882812
"827",1341,1348.80004882812,1341,1347.5,60,1347.5
"828",1348,1348.09997558594,1339,1347.19995117188,409,1347.19995117188
"829",1343.5,1354.19995117188,1343.5,1351.19995117188,45,1351.19995117188
"830",1348.59997558594,1355.19995117188,1341.59997558594,1346.80004882812,387,1346.80004882812
"831",1342.5,1343.40002441406,1335.30004882812,1336.69995117188,310,1336.69995117188
"832",1334,1334.40002441406,1322.5,1322.5,68,1322.5
"833",1326.40002441406,1331.69995117188,1326.19995117188,1331.40002441406,28,1331.40002441406
"834",1324,1325,1320,1321.19995117188,278,1321.19995117188
"835",1315.69995117188,1316.30004882812,1315.69995117188,1316.30004882812,569,1316.30004882812
"836",1315.30004882812,1321.69995117188,1312.80004882812,1320.30004882812,622,1320.30004882812
"837",1309.59997558594,1316.19995117188,1309.59997558594,1316.19995117188,49,1316.19995117188
"838",1313.19995117188,1313.80004882812,1303.40002441406,1303.80004882812,28,1303.80004882812
"839",1309,1309.30004882812,1302.59997558594,1302.59997558594,23,1302.59997558594
"840",1310.69995117188,1310.69995117188,1310.69995117188,1310.69995117188,4,1310.69995117188
"841",1312.69995117188,1312.69995117188,1312.69995117188,1312.69995117188,0,1312.69995117188
"842",1310.59997558594,1312.5,1310.19995117188,1312.19995117188,4,1312.19995117188
"843",1310.09997558594,1312,1308.5,1312,337,1312
"844",1311.30004882812,1311.30004882812,1311.30004882812,1311.30004882812,70,1311.30004882812
"845",1312.19995117188,1320.80004882812,1312.19995117188,1320.80004882812,8,1320.80004882812
"846",1319,1319,1319,1319,3,1319
"847",1319.90002441406,1319.90002441406,1316.5,1316.5,4,1316.5
"848",1304.59997558594,1304.69995117188,1288.90002441406,1288.90002441406,8,1288.90002441406
"849",1290.90002441406,1294,1285.40002441406,1290.19995117188,26,1290.19995117188
"850",1291.30004882812,1291.30004882812,1288.19995117188,1288.19995117188,2,1288.19995117188
"851",1285.19995117188,1290.19995117188,1285.19995117188,1290.19995117188,2,1290.19995117188
"852",1287.40002441406,1292.09997558594,1287.40002441406,1290.19995117188,52,1290.19995117188
"853",1291.69995117188,1291.69995117188,1291.69995117188,1291.69995117188,50,1291.69995117188
"854",1289.30004882812,1289.30004882812,1289.30004882812,1289.30004882812,10,1289.30004882812
"855",1303.69995117188,1303.69995117188,1303.69995117188,1303.69995117188,0,1303.69995117188
"856",1303.30004882812,1303.30004882812,1303.30004882812,1303.30004882812,1,1303.30004882812
"857",1298.69995117188,1298.69995117188,1298.69995117188,1298.69995117188,386334,1298.69995117188
"858",1298,1303.69995117188,1295.19995117188,1301.5,50845,1301.5
"859",1301,1306.80004882812,1296.59997558594,1300.09997558594,4082,1300.09997558594
"860",1298.59997558594,1299.5,1288.90002441406,1294.80004882812,663,1294.80004882812
"861",1293.90002441406,1297.09997558594,1290,1293.09997558594,144,1293.09997558594
"862",1292.09997558594,1299.80004882812,1289.90002441406,1297.5,357,1297.5
"863",1296.09997558594,1300.40002441406,1294.09997558594,1297.09997558594,373,1297.09997558594
"864",1298.40002441406,1302.80004882812,1296.19995117188,1298.69995117188,79,1298.69995117188
"865",1295.30004882812,1299.40002441406,1294.80004882812,1298.09997558594,650,1298.09997558594
"866",1299.30004882812,1302,1295.19995117188,1298.90002441406,71,1298.90002441406
"867",1297.80004882812,1298.09997558594,1292.69995117188,1295.09997558594,153,1295.09997558594
"868",1294,1299.40002441406,1290.90002441406,1296.90002441406,135,1296.90002441406
"869",1297.19995117188,1307.69995117188,1297.19995117188,1304,42,1304
"870",1297.19995117188,1307.69995117188,1274,1274.59997558594,589,1274.59997558594
"871",1280.69995117188,1280.69995117188,1276.19995117188,1276.19995117188,35,1276.19995117188
"872",1278.69995117188,1281.80004882812,1269.90002441406,1275.59997558594,34,1275.59997558594
"873",1274.40002441406,1274.40002441406,1271.19995117188,1271.19995117188,7,1271.19995117188
"874",1262.69995117188,1268.90002441406,1260,1267.19995117188,46,1267.19995117188
"875",1268.09997558594,1270.19995117188,1267,1267.40002441406,74,1267.40002441406
"876",1270.59997558594,1271.19995117188,1265.59997558594,1265.59997558594,37,1265.59997558594
"877",1267.19995117188,1267.19995117188,1256.59997558594,1256.59997558594,89,1256.59997558594
"878",1255.5,1255.5,1252.30004882812,1252.80004882812,1162,1252.80004882812
"879",1251.69995117188,1251.69995117188,1244.80004882812,1247.80004882812,378,1247.80004882812
"880",1250.30004882812,1253.30004882812,1249.09997558594,1251.30004882812,48,1251.30004882812
"881",1249.90002441406,1249.90002441406,1239.80004882812,1239.80004882812,29,1239.80004882812
"882",1238.09997558594,1254.09997558594,1237,1251.59997558594,36,1251.59997558594
"883",1255.5,1257.30004882812,1253.59997558594,1257.30004882812,9,1257.30004882812
"884",1255.5,1255.5,1254.30004882812,1254.30004882812,7,1254.30004882812
"885",1258.19995117188,1262.30004882812,1257.69995117188,1258.09997558594,37,1258.09997558594
"886",1256.19995117188,1256.90002441406,1249.30004882812,1253.80004882812,65,1253.80004882812
"887",1253.19995117188,1253.19995117188,1242.80004882812,1242.80004882812,30,1242.80004882812
"888",1240.90002441406,1246.69995117188,1240.90002441406,1245,7,1245
"889",1244.69995117188,1247,1239.59997558594,1239.59997558594,2,1239.59997558594
"890",1242.69995117188,1243.80004882812,1238.09997558594,1238.09997558594,2,1238.09997558594
"891",1225.69995117188,1225.69995117188,1225.69995117188,1225.69995117188,0,1225.69995117188
"892",1226.69995117188,1226.69995117188,1222.19995117188,1226.30004882812,67,1226.30004882812
"893",1227.19995117188,1228,1211.69995117188,1222.40002441406,33,1222.40002441406
"894",1229.5,1229.5,1229.5,1229.5,0,1229.5
"895",1222,1224,1222,1224,1,1224
"896",1223.90002441406,1223.90002441406,1223.90002441406,1223.90002441406,0,1223.90002441406
"897",1231.40002441406,1231.40002441406,1231.40002441406,1231.40002441406,0,1231.40002441406
"898",1227.80004882812,1227.80004882812,1225.30004882812,1225.30004882812,1,1225.30004882812
"899",1222.59997558594,1222.59997558594,1222.59997558594,1222.59997558594,254428,1222.59997558594
"900",1222.5,1223.90002441406,1218.09997558594,1221.30004882812,62239,1221.30004882812
"901",1220.40002441406,1228.09997558594,1213,1223.69995117188,2722,1223.69995117188
"902",1222.90002441406,1223.69995117188,1214.40002441406,1217.90002441406,1026,1217.90002441406
"903",1214.69995117188,1219.30004882812,1205.80004882812,1210.59997558594,411,1210.59997558594
"904",1206.5,1218.59997558594,1205.09997558594,1214.19995117188,784,1214.19995117188
"905",1214.40002441406,1214.40002441406,1206.59997558594,1208.59997558594,297,1208.59997558594
"906",1207.80004882812,1214.80004882812,1207.80004882812,1209.59997558594,715,1209.59997558594
"907",1212,1215.19995117188,1205.90002441406,1212.59997558594,209,1212.59997558594
"908",1214.5,1215.30004882812,1211.59997558594,1211.90002441406,44,1211.90002441406
"909",1212.5,1216.40002441406,1205.59997558594,1211.09997558594,75,1211.09997558594
"910",1207,1207.40002441406,1191.30004882812,1191.30004882812,78,1191.30004882812
"911",1193.09997558594,1197.5,1192.80004882812,1193,92,1193
"912",1187.80004882812,1188.09997558594,1174.59997558594,1177.5,71,1177.5
"913",1173.19995117188,1180.19995117188,1161.40002441406,1176.19995117188,123,1176.19995117188
"914",1174.69995117188,1181.19995117188,1174.69995117188,1176.5,66,1176.5
"915",1184.80004882812,1190,1184.40002441406,1186.80004882812,68,1186.80004882812
"916",1189.80004882812,1192.59997558594,1189.80004882812,1192.59997558594,22,1192.59997558594
"917",1194.69995117188,1196.30004882812,1194.69995117188,1196.30004882812,17,1196.30004882812
"918",1189.30004882812,1190.30004882812,1184.90002441406,1187,95,1187
"919",1185.30004882812,1208,1185.30004882812,1206.30004882812,12,1206.30004882812
"920",1210.30004882812,1211.40002441406,1205.19995117188,1209,154,1209
"921",1209.69995117188,1217,1202.30004882812,1207.40002441406,136,1207.40002441406
"922",1205.19995117188,1205.19995117188,1202.40002441406,1204.5,817,1204.5
"923",1205.40002441406,1205.59997558594,1196,1197.69995117188,493,1197.69995117188
"924",1207.09997558594,1208.19995117188,1199.09997558594,1200.30004882812,191,1200.30004882812
"925",1193.80004882812,1193.80004882812,1189.90002441406,1192.69995117188,26,1192.69995117188
"926",1192.5,1196,1192.5,1194.90002441406,21,1194.90002441406
"927",1202,1202,1197.90002441406,1197.90002441406,7,1197.90002441406
"928",1198.30004882812,1198.30004882812,1193.09997558594,1193.59997558594,29,1193.59997558594
"929",1193,1193,1193,1193,11,1193
"930",1190.40002441406,1196.30004882812,1190.40002441406,1195.40002441406,21,1195.40002441406
"931",1205,1205,1204.69995117188,1204.69995117188,37,1204.69995117188
"932",1203.40002441406,1203.40002441406,1200,1202,22,1202
"933",1195,1195,1195,1195,1,1195
"934",1199.69995117188,1199.69995117188,1199.69995117188,1199.69995117188,0,1199.69995117188
"935",1198.69995117188,1198.69995117188,1196.80004882812,1196.80004882812,2,1196.80004882812
"936",1202.19995117188,1202.19995117188,1202.19995117188,1202.19995117188,0,1202.19995117188
"937",1206.19995117188,1206.19995117188,1206.19995117188,1206.19995117188,0,1206.19995117188
"938",1196.19995117188,1196.19995117188,1196.19995117188,1196.19995117188,0,1196.19995117188
"939",1199.30004882812,1199.30004882812,1199.30004882812,1199.30004882812,0,1199.30004882812
"940",1202.09997558594,1202.80004882812,1200,1200,21,1200
"941",1194,1194,1194,1194,17857,1194
"942",1194.59997558594,1197.30004882812,1180.5,1182.30004882812,4947,1182.30004882812
"943",1181.69995117188,1191.90002441406,1180,1191.5,404,1191.5
"944",1191.59997558594,1191.59997558594,1185.80004882812,1187.09997558594,180,1187.09997558594
"945",1193,1206,1190.30004882812,1202.40002441406,451,1202.40002441406
"946",1202.59997558594,1202.59997558594,1196.59997558594,1198.30004882812,76,1198.30004882812
"947",1199.30004882812,1204.59997558594,1197.19995117188,1197.19995117188,496,1197.19995117188
"948",1197.09997558594,1205.30004882812,1196.90002441406,1201.19995117188,34,1201.19995117188
"949",1201,1201,1183.69995117188,1184.40002441406,250,1184.40002441406
"950",1185.59997558594,1189.09997558594,1185.59997558594,1187.19995117188,9,1187.19995117188
"951",1189.30004882812,1192,1189.30004882812,1189.30004882812,1078,1189.30004882812
"952",1198.09997558594,1224.59997558594,1196.30004882812,1223.5,126,1223.5
"953",1221.59997558594,1221.59997558594,1216,1218.09997558594,122,1218.09997558594
"954",1222.40002441406,1232.30004882812,1222.40002441406,1226.40002441406,136,1226.40002441406
"955",1227.09997558594,1230.5,1227.09997558594,1227.30004882812,426,1227.30004882812
"956",1225.90002441406,1225.90002441406,1223.69995117188,1223.69995117188,1,1223.69995117188
"957",1226.5,1226.5,1226.5,1226.5,165,1226.5
"958",1225.30004882812,1225.30004882812,1225.30004882812,1225.30004882812,55,1225.30004882812
"959",1224.5,1224.5,1219.59997558594,1221.19995117188,18,1221.19995117188
"960",1224.80004882812,1237.80004882812,1224.80004882812,1233.40002441406,33,1233.40002441406
"961",1231.59997558594,1231.59997558594,1227.80004882812,1227.80004882812,36,1227.80004882812
"962",1238.59997558594,1238.59997558594,1229.09997558594,1229.09997558594,7,1229.09997558594
"963",1234.30004882812,1234.80004882812,1232.5,1232.5,20,1232.5
"964",1224.5,1224.5,1224.5,1224.5,214,1224.5
"965",1227.69995117188,1227.69995117188,1219.80004882812,1222.59997558594,72,1222.59997558594
"966",1216,1216.59997558594,1212,1212.30004882812,121,1212.30004882812
"967",1215.40002441406,1236,1215.40002441406,1236,14,1236
"968",1233.30004882812,1233.30004882812,1230.90002441406,1230.90002441406,18,1230.90002441406
"969",1230.59997558594,1231.5,1226.69995117188,1229.80004882812,15,1229.80004882812
"970",1230.69995117188,1233.80004882812,1223.80004882812,1223.80004882812,4,1223.80004882812
"971",1228.59997558594,1228.59997558594,1226.19995117188,1226.19995117188,1,1226.19995117188
"972",1222.90002441406,1222.90002441406,1222.90002441406,1222.90002441406,2,1222.90002441406
"973",1207.90002441406,1207.90002441406,1206.40002441406,1206.40002441406,14,1206.40002441406
"974",1201.59997558594,1201.59997558594,1201.30004882812,1201.30004882812,1,1201.30004882812
"975",1196.30004882812,1201.30004882812,1196.30004882812,1199.19995117188,5,1199.19995117188
"976",1207.90002441406,1207.90002441406,1207.90002441406,1207.90002441406,0,1207.90002441406
"977",1212.80004882812,1212.80004882812,1212.80004882812,1212.80004882812,0,1212.80004882812
"978",1216.69995117188,1223.80004882812,1216.69995117188,1220.80004882812,5,1220.80004882812
"979",1223.09997558594,1223.09997558594,1223.09997558594,1223.09997558594,0,1223.09997558594
"980",1225.30004882812,1228.80004882812,1219,1219,12,1219
"981",1225.80004882812,1225.80004882812,1225.80004882812,1225.80004882812,0,1225.80004882812
"982",1224.80004882812,1224.80004882812,1221,1221,1,1221
"983",1220.19995117188,1222,1220.19995117188,1220.19995117188,2,1220.19995117188
"984",1221.90002441406,1222,1211.19995117188,1211.19995117188,5,1211.19995117188
"985",1211.5,1221.40002441406,1211.5,1221.40002441406,247168,1221.40002441406
"986",1221,1228.69995117188,1220.5,1224.09997558594,55478,1224.09997558594
