"","LUXU.PA.Open","LUXU.PA.High","LUXU.PA.Low","LUXU.PA.Close","LUXU.PA.Volume","LUXU.PA.Adjusted"
"1603",228.613494873047,228.613494873047,227.659698486328,227.659698486328,0,227.659698486328
"1604",228.561706542969,229.877395629883,228.561706542969,229.453598022461,40,229.453598022461
"1605",229.790802001953,231.585296630859,229.790802001953,231.196792602539,15,231.196792602539
"1606",233.81950378418,234.782897949219,233.81950378418,233.932403564453,194,233.932403564453
"1607",233.357604980469,234.097198486328,233.281097412109,233.281097412109,4,233.281097412109
"1608",233.939895629883,235.463592529297,233.939895629883,235.146102905273,45,235.146102905273
"1609",236.404403686523,236.404403686523,233.412994384766,233.828094482422,496,233.828094482422
"1610",234.424606323242,234.424606323242,228.552001953125,228.552001953125,62,228.552001953125
"1611",229.220993041992,233.106796264648,229.220993041992,232.185302734375,397,232.185302734375
"1612",234.7373046875,235.357604980469,234.398406982422,235.357604980469,37,235.357604980469
"1613",234.789505004883,235.71549987793,234.789505004883,235.474105834961,68,235.474105834961
"1614",236.250396728516,236.61669921875,235.688705444336,235.688705444336,105,235.688705444336
"1615",235.924301147461,236.355804443359,235.853302001953,236.290802001953,649,236.290802001953
"1616",235.972900390625,236.114196777344,235.830093383789,236.024795532227,86,236.024795532227
"1617",237.5458984375,237.5458984375,235.503799438477,235.503799438477,0,235.503799438477
"1618",236.033905029297,236.08659362793,234.343902587891,234.343902587891,58,234.343902587891
"1619",235.626205444336,236.808700561523,235.306793212891,235.306793212891,144,235.306793212891
"1620",234.229400634766,234.229400634766,230.459899902344,230.459899902344,50,230.459899902344
"1621",231.415405273438,233.347305297852,231.415405273438,233.347305297852,335,233.347305297852
"1622",233.082000732422,233.082000732422,231.752593994141,231.752593994141,0,231.752593994141
"1623",233.26139831543,235.891998291016,233.26139831543,235.891998291016,0,235.891998291016
"1624",236.395294189453,236.448806762695,235.28759765625,235.28759765625,73,235.28759765625
"1625",230.567596435547,230.567596435547,228.029907226562,229.419692993164,1104,229.419692993164
"1626",229.232894897461,229.232894897461,227.078704833984,227.078704833984,5,227.078704833984
"1627",224.023696899414,225.793106079102,224.023696899414,225.793106079102,0,225.793106079102
"1628",228.358795166016,230.918304443359,228.358795166016,230.525695800781,193,230.525695800781
"1629",231.830795288086,231.830795288086,230.673004150391,230.673004150391,0,230.673004150391
"1630",233.011505126953,233.011505126953,232.624496459961,232.624496459961,0,232.624496459961
"1631",229.745697021484,229.837799072266,228.606796264648,228.606796264648,105,228.606796264648
"1632",229.041595458984,231.299499511719,229.041595458984,231.299499511719,5,231.299499511719
"1633",233.417404174805,234.426193237305,233.337600708008,233.337600708008,105,233.337600708008
